Blue Mastery 1,Blue Mastery 2,Blue Mastery 3,Blue Mastery 4,Blue Mastery 5,Blue Masteries Avg,Blue Mastery Min,Blue Mastery Max,Blue Masteries Median,Blue Masteries Kurtorsis,Blue Masteries Skewness,Blue Masteries Std,Blue Masteries Variance,Blue Winrate 1,Blue Winrate 2,Blue Winrate 3,Blue Winrate 4,Blue Winrate 5,Blue Winrates Avg,Blue Winrate Min,Blue Winrate Max,Blue Winrates Median,Blue Winrates Kurtorsis,Blue Winrates Skewness,Blue Winrates Std,Blue Winrates Variance,Red Mastery 1,Red Mastery 2,Red Mastery 3,Red Mastery 4,Red Mastery 5,Red Mastery Min,Red Mastery Max,Red Masteries Avg,Red Masteries Median,Red Masteries Kurtorsis,Red Masteries Skewness,Red Masteries Std,Red Masteries Variance,Red Winrate 1,Red Winrate 2,Red Winrate 3,Red Winrate 4,Red Winrate 5,Red Winrates Avg,Red Winrate Min,Red Winrate Max,Red Winrates Median,Red Winrates Kurtorsis,Red Winrates Skewness,Red Winrates Std,Red Winrates Variance,Blue Won
4697,74640,128656,111318,5004,64863,4697,128656,74640,-2.843641816,-0.151464699,52012.01984,2705250208,0.75,0.576470588,0.541984733,0.674418605,1,0.708574785,0.541984733,1,0.674418605,1.373102992,1.226695094,0.163104331,0.026603023,62843,196919,29025,31620,4411,4411,196919,64963.6,31620,3.585169118,1.84484441,68537.17317,4697344106,0.543859649,0.469387755,0.526315789,0.5,0,0.407912639,0,0.543859649,0.5,4.699561433,-2.153613203,0.205500797,0.042230578,1
6213,97122,46033,49134,6991,41098.6,6213,97122,46033,0.070499555,0.748827614,33489.91122,1121574154,1,0.636363636,0.432432432,0.375,0.6,0.608759214,0.375,1,0.6,1.536497453,1.183493732,0.218925825,0.047928517,123678,281752,90529,14811,6429,6429,281752,103439.8,90529,1.427365234,1.225680979,99637.01488,9927534734,0.272727273,0.363636364,0,0.421052632,0.375,0.286483254,0,0.421052632,0.363636364,2.989271369,-1.721952638,0.151101698,0.022831723,1
385133,184055,59964,48977,837607,303147.2,48977,837607,184055,1.668995187,1.425737669,293357.2773,86058492130,0.545454545,0.576271186,0.494736842,0.5,0.502873563,0.523867227,0.494736842,0.576271186,0.502873563,-1.00257179,0.982135712,0.031846962,0.001014229,5069,77948,26623,4902,5606,4902,77948,24029.6,5606,3.156063164,1.815660084,28208.92785,795743610.6,0.8,0.377358491,0.363636364,0,0.25,0.358198971,0,0.8,0.363636364,1.713218746,0.668939874,0.259074631,0.067119664,1
11592,51947,651612,91709,33476,168067.2,11592,651612,51947,4.763738177,2.171779248,243199.2305,59145865699,0.466666667,0.25,0.564102564,0.5,0.555555556,0.467264957,0.25,0.564102564,0.5,3.103318998,-1.716935371,0.114410449,0.013089751,147428,432,130237,314239,170382,432,314239,152543.6,147428,1.705659409,0.208655842,100125.2251,10025060703,0.559322034,0,0.569948187,0.486486486,0.5,0.423151341,0,0.569948187,0.5,4.548066904,-2.109222775,0.21404013,0.045813177,1
258436,11269,2791,105211,766410,228823.4,2791,766410,105211,2.88020205,1.711688255,284104.5043,80715369364,0.484076433,0.5,0.5,0.4,0.485804416,0.47397617,0.4,0.5,0.485804416,4.365767958,-2.057781862,0.037600202,0.001413775,140671,50599,222022,3108,23055,3108,222022,87891,50599,-0.848455476,0.881803228,81926.07742,6711882162,0.528301887,0.630434783,0.464705882,1,0.5,0.62468851,0.464705882,1,0.528301887,3.377899857,1.829749423,0.195613793,0.038264756,0
117377,4184,103395,8881,97325,66232.4,4184,117377,97325,-3.176655395,-0.53165047,49199.11736,2420553149,0.462121212,1,0.481012658,0.571428571,0.5,0.602912488,0.462121212,1,0.5,4.304798722,2.058943017,0.201961611,0.040788492,19404,655,23677,51318,29330,655,51318,24876.8,23677,1.333665062,0.286209096,16352.70438,267410940.6,0.428571429,0,0.477272727,0.333333333,0.272727273,0.302380952,0,0.477272727,0.333333333,1.77628949,-1.29384945,0.167202153,0.02795656,1
370985,41961,208647,5474,6011,126615.6,5474,370985,41961,-0.265172679,1.112544733,143410.3987,20566542467,0.461988304,0.558823529,0.532544379,0.4,0.714285714,0.533528385,0.4,0.714285714,0.532544379,0.921762051,0.793096163,0.106077177,0.011252367,2149,14862,106440,3084,61614,2149,106440,37629.8,14862,-0.408625397,1.070091423,40695.8417,1656151531,0,0.25,0.425,0.5,0.557894737,0.346578947,0,0.557894737,0.425,0.235666951,-1.050825357,0.201884474,0.040757341,1
3027,18861,11905,117244,178,30243,178,117244,11905,4.548784708,2.112535468,43999.13874,1935924210,0.75,0.571428571,0.4,0.333333333,0,0.410952381,0,0.75,0.4,0.513620462,-0.50286507,0.251289644,0.063146485,3087,2862,3460,62897,280183,2862,280183,70497.8,3460,4.009817991,1.999817161,107367.1638,11527707857,1,0.75,0.5,0.555555556,0.402985075,0.641708126,0.402985075,1,0.555555556,0.058101125,0.945014789,0.211939779,0.04491847,0
33051,72646,7217,54022,47262,42839.6,7217,72646,47262,0.43473877,-0.51601865,21898.9109,479562298.6,0,0.347826087,0.2,0.486486486,0.418604651,0.290583445,0,0.486486486,0.347826087,-0.117435134,-0.881877505,0.173601987,0.03013765,63303,31171,132453,22195,7197,7197,132453,51263.8,31171,1.765465269,1.41094466,44558.33736,1985445428,0.544444444,0.75,0.52173913,0.733333333,0.75,0.659903382,0.52173913,0.75,0.733333333,-3.186889733,-0.614942559,0.103968154,0.010809377,0
13871,24214,39782,5079369,36781,1038803.4,13871,5079369,36781,4.999580712,2.235950654,2020303.992,4.08163E+12,0.545454545,0.388888889,0.47826087,0.50877193,0.566037736,0.497482794,0.388888889,0.566037736,0.50877193,0.954051949,-1.062074769,0.062113818,0.003858126,53686,100649,239070,19203,5603,5603,239070,83642.2,53686,2.088522938,1.484608376,84364.60562,7117386682,0.368421053,0.266666667,0.541666667,0.347826087,0.333333333,0.371582761,0.266666667,0.541666667,0.347826087,2.903665968,1.432695729,0.091622395,0.008394663,1
12532,1569,1484,17162,41306,14810.6,1484,41306,12532,1.776936435,1.333072842,14599.07914,213133111.8,0.5,0.666666667,0.25,0.421052632,0.438596491,0.455263158,0.25,0.666666667,0.438596491,1.271780324,0.103778937,0.134368099,0.018054786,137780,168515,426078,69478,109267,69478,426078,182223.6,137780,3.755058154,1.866327827,126223.8991,15932472699,0.666666667,0.532258065,0.625,0.285714286,0.593103448,0.540548493,0.285714286,0.666666667,0.593103448,2.983750908,-1.680515552,0.134765781,0.018161816,0
41346,2124,75378,9244,46114,34841.2,2124,75378,41346,-1.14135453,0.261742391,26601.70078,707650484.2,0.4,0.5,0.380952381,0,0.342857143,0.324761905,0,0.5,0.380952381,3.46742529,-1.700504005,0.170484171,0.029064853,171547,9024,34882,105808,6705,6705,171547,65593.2,34882,-0.743607466,0.957468675,63960.15974,4090902033,0.598425197,0.4,0.857142857,0.459302326,0.4,0.542974076,0.4,0.857142857,0.459302326,1.497347505,1.424840135,0.173009239,0.029932197,0
19026,10105,31986,19604,9584,18061,9584,31986,19026,0.468357324,0.875723685,8153.222234,66475032.8,0.461538462,0.833333333,0.466666667,0.8125,0.8,0.674807692,0.461538462,0.833333333,0.8,-3.304388341,-0.591457158,0.17237698,0.029713823,2990,7234,495362,212206,65377,2990,495362,156633.8,65377,1.657691526,1.462284138,185515.2737,34415916791,0.5,0.25,0.461538462,0.46875,0.467213115,0.429500315,0.25,0.5,0.467213115,4.599591073,-2.108600036,0.090752195,0.008235961,1
1246615,89703,34685,12743,14905,279730.2,12743,1246615,34685,4.932878607,2.217994138,484239.2497,2.34488E+11,0.458064516,0.523809524,0.5,0.555555556,0.625,0.532485919,0.458064516,0.625,0.523809524,0.481372286,0.601403956,0.056143073,0.003152045,824,307884,3433,2332,152004,824,307884,93295.4,3433,0.452558866,1.283728541,121979.931,14879103571,0,0.538461538,0,0.142857143,0,0.136263736,0,0.538461538,0,3.499153647,1.888453835,0.208571313,0.043501993,1
166978,89898,5838,234670,140631,127603,5838,234670,140631,0.212413443,-0.375221569,76722.67481,5886368830,0.434343434,0.444444444,0.25,0.481355932,0.551724138,0.43237359,0.25,0.551724138,0.444444444,2.496878147,-1.26399683,0.100053521,0.010010707,5080,139104,50513,18675,2385,2385,139104,43151.4,18675,2.696716302,1.683701463,50934.3099,2594303925,0.181818182,0.504716981,0.357142857,0,0,0.208735604,0,0.504716981,0.181818182,-1.868882582,0.417355515,0.198743725,0.039499068,1
19640,53781,256545,91846,63882,97138.8,19640,256545,63882,3.582395607,1.808750569,82982.32089,6886065580,0.526315789,0.153846154,0.583941606,0.25,0.357142857,0.374249281,0.153846154,0.583941606,0.357142857,-2.131672115,0.007486446,0.162113014,0.026280629,29566,18038,13917,58904,34600,13917,58904,31005,29566,1.158903506,1.095760324,15833.45686,250698356,0.5,0.6,0.5,0.285714286,1,0.577142857,0.285714286,1,0.5,2.294651257,1.147335598,0.235016283,0.055232653,0
9710,1653,26843,5424,14431,11612.2,1653,26843,9710,0.981309114,1.041548726,8729.498849,76204150.16,0.692307692,0.333333333,0.520833333,1,0.625,0.634294872,0.333333333,1,0.625,1.072071191,0.575548731,0.219382539,0.048128698,151260,7651,97775,110525,100515,7651,151260,93545.2,100515,2.720884081,-1.24932078,47039.54647,2212718932,0.507936508,0.230769231,0.509433962,0.525925926,0.269230769,0.408659279,0.230769231,0.525925926,0.507936508,-3.086400867,-0.637308792,0.130267532,0.01696963,1
14658,1726,228,16709,330300,72724.2,228,330300,14658,4.947272526,2.221327422,128958.2276,16630224475,0.333333333,0.166666667,0,0.538461538,0.505639098,0.308820127,0,0.538461538,0.333333333,-1.605735254,-0.442998066,0.203789725,0.041530252,4614,81944,86958,62517,66618,4614,86958,60530.2,66618,3.202099526,-1.714969399,29409.55474,864921909.8,0.5,0.580882353,0.5,0.342857143,0.512195122,0.487186924,0.342857143,0.580882353,0.5,2.950134388,-1.350081692,0.078183987,0.006112736,0
37962,6139,24526,3431,16642,17740,3431,37962,16642,-0.750848151,0.607542708,12613.60667,159103073.2,0.612244898,0.4,0.4,0.142857143,0.55,0.421020408,0.142857143,0.612244898,0.4,0.796580429,-0.867399307,0.162148733,0.026292212,11162,199777,126571,21263,54436,11162,199777,82641.8,54436,-0.735577476,0.887635582,71165.60369,5064543149,0.75,0.534653465,0.6,0.358974359,0.333333333,0.515392232,0.333333333,0.75,0.534653465,-1.383858109,0.293169433,0.155036943,0.024036454,0
90218,3945,452262,35544,3142,117022.2,3142,452262,35544,4.288159603,2.053684008,170586.0714,29099607766,0.457142857,0.6,0.5625,0.481481481,0.75,0.570224868,0.457142857,0.75,0.5625,0.739643776,0.982469354,0.103853994,0.010785652,17029,19211,130078,486181,850005,17029,850005,300500.8,130078,-0.312425153,1.072184667,324023.5011,1.04991E+11,0.5,0.636363636,0.380952381,0.52238806,0.497069168,0.507354649,0.380952381,0.636363636,0.5,1.772810229,0.071959266,0.081248677,0.006601348,1
17166,14123,31540,15301,27796,21185.2,14123,31540,17166,-2.516218646,0.650147367,7093.334996,50315401.36,0.6,0,0.666666667,0.666666667,0.5,0.486666667,0,0.666666667,0.6,3.788063775,-1.928892117,0.25086517,0.062933333,7976,14225,470244,273428,196780,7976,470244,192530.6,196780,-0.700273594,0.57603127,172939.5655,29908093328,0.454545455,0.5,0.451612903,0.361111111,0.578512397,0.469156373,0.361111111,0.578512397,0.454545455,0.895731941,0.05638601,0.070859156,0.00502102,0
4822,6145,107060,14787,13346,29232,4822,107060,13346,4.803490921,2.181018515,39107.74418,1529415655,0.666666667,0,0.607843137,0.625,0.333333333,0.446568627,0,0.666666667,0.607843137,0.667207999,-1.297344866,0.252402908,0.063707228,246138,30814,198108,14821,18653,14821,246138,101706.8,30814,-2.710469641,0.700618272,99625.72752,9925285585,0.519230769,0.461538462,0.508474576,0.545454545,0.571428571,0.521225385,0.461538462,0.571428571,0.519230769,0.308015615,-0.436159398,0.036977027,0.001367301,0
16348,36050,113707,132479,7381,61193,7381,132479,36050,-2.830974281,0.528121102,51726.95585,2675677962,0.6,0.473684211,0.458333333,0.705882353,1,0.647579979,0.458333333,1,0.6,1.191147142,1.22330566,0.197947934,0.039183385,26335,15661,94283,71265,24219,15661,94283,46352.6,26335,-1.840033553,0.79201669,30823.77585,950105157.4,0,0,0.5,0.538461538,0.777777778,0.363247863,0,0.777777778,0.5,-2.42199513,-0.164673971,0.311491268,0.09702681,1
246967,13418,92268,33961,1366,77596,1366,246967,33961,2.574005861,1.65068482,90261.44807,8147129007,0.486956522,0.5,0.6,0.578947368,0.5,0.533180778,0.486956522,0.6,0.5,-2.727222547,0.651526539,0.046686185,0.0021796,197431,57366,7979,135198,124400,7979,197431,104474.8,124400,-0.768109327,-0.172123957,65593.38715,4302492437,0.5,0.435294118,0.583333333,0.433333333,0.395348837,0.469461924,0.395348837,0.583333333,0.435294118,0.460824275,1.042230313,0.066128263,0.004372947,0
548,13894,270742,4741,5961,59177.2,548,270742,5961,4.966418383,2.226829248,105870.5622,11208575941,0,0.55,0.347826087,0.333333333,0.363636364,0.318959157,0,0.55,0.347826087,2.558375683,-1.059998277,0.177848691,0.031630157,22368,31689,4026882,11605,335528,11605,4026882,885614.4,31689,4.876719445,2.203687355,1575336.951,2.48169E+12,0.8,0.470588235,0.473073737,0.25,0.513307985,0.501393991,0.25,0.8,0.473073737,2.04074963,0.587998976,0.175645929,0.030851492,0
524628,33782,561720,3192,480,224760.4,480,561720,33782,-3.267152671,0.608748977,260510.7877,67865870506,0.47740668,0.450980392,0.460069444,0,0,0.277691303,0,0.47740668,0.450980392,-3.323680319,-0.602155531,0.226892947,0.051480409,4190,107341,34415,125560,110983,4190,125560,76497.8,107341,-2.212101354,-0.709572395,48056.24095,2309402294,1,0.513513514,0.6,0.519553073,0.45,0.616613317,0.45,1,0.519553073,3.866167436,1.923314908,0.197520434,0.039014322,0
6704,25499,151853,12298,109206,61112,6704,151853,25499,-1.940560541,0.794723405,58580.3461,3431656949,0.333333333,0.5,0.477777778,0.705882353,0.344827586,0.47236421,0.333333333,0.705882353,0.477777778,0.740080328,0.971905147,0.134847278,0.018183788,2714,105642,8198,30666,42517,2714,105642,37947.4,30666,2.140717405,1.431228465,36831.7205,1356575635,1,0.548387097,0.75,0.5,0.419354839,0.643548387,0.419354839,1,0.548387097,0.100963478,1.026348768,0.208956577,0.043662851,0
13623,77641,356065,85377,7853,108111.8,7853,356065,77641,3.810997657,1.898806954,127989.1327,16381218095,0.45,0.525641026,0.631578947,0.529411765,0.266666667,0.480659681,0.266666667,0.631578947,0.525641026,1.615850127,-1.025859672,0.121581033,0.014781948,40642,474676,29292,5067,19818,5067,474676,113899,29292,4.91736999,2.212740465,180765.3811,32676123002,0.490909091,0.472222222,0.5,0.333333333,0.608695652,0.48103206,0.333333333,0.608695652,0.490909091,1.930794558,-0.49763079,0.087917983,0.007729572,1
33964,75726,5451,21738,105700,48515.8,5451,105700,33964,-1.396393262,0.624972579,36861.38947,1358762034,0.6,0.644444444,0.333333333,0.482758621,0.503067485,0.512720777,0.333333333,0.644444444,0.503067485,0.256579683,-0.677676443,0.107832796,0.011627912,42161,44220,60107,5019,93990,5019,93990,49099.4,44220,1.114661342,0.070956365,28814.45758,830272965.8,0.125,0.285714286,0.4125,0.333333333,0.5625,0.343809524,0.125,0.5625,0.333333333,0.545736547,0.01092679,0.144157082,0.020781264,1
57102,148386,2396,3794,41614,50658.4,2396,148386,41614,2.065429949,1.413578635,53290.78006,2839907239,0.571428571,0.613636364,0.333333333,0.285714286,0.5,0.460822511,0.285714286,0.613636364,0.5,-2.614365639,-0.336553256,0.129643381,0.016807406,169719,6601,23988,64991,129916,6601,169719,79043,64991,-2.028153658,0.407450311,62107.25271,3857310840,0.523809524,0.666666667,0.8,0.447368421,0.48,0.583568922,0.447368421,0.8,0.523809524,-0.762017025,0.897472488,0.131602379,0.017319186,0
12368,95906,497782,31239,30143,133487.6,12368,497782,31239,4.503808393,2.110125322,184351.635,33985525317,0.5,0.5703125,0.499359795,0.75,0.526315789,0.569197617,0.499359795,0.75,0.526315789,3.454952871,1.851081562,0.094016198,0.008839045,53878,19369,2050,57017,1195,1195,57017,26701.8,19369,-3.043478167,0.328759381,24370.61855,593927048.6,0.426470588,0.5,0.333333333,0.611111111,0,0.374183007,0,0.611111111,0.426470588,1.831417403,-1.226127632,0.208029061,0.04327609,1
28405,2304,8739,59706,15561,22943,2304,59706,15561,1.640510758,1.343752352,20315.35121,412713494.8,0.44,0.666666667,0.4,0.421052632,0,0.38554386,0,0.666666667,0.421052632,2.524861477,-1.039790186,0.215457385,0.046421885,340959,36345,25253,46502,11237,11237,340959,92059.2,36345,4.826633588,2.186811385,125000.7499,15625187473,0.487394958,0.442307692,0.333333333,0.375,0.6,0.447607197,0.333333333,0.6,0.442307692,-0.055071448,0.641879967,0.09291398,0.008633008,0
91170,25649,4306,6867,55871,36772.6,4306,91170,25649,-0.570969852,0.887943262,32851.13548,1079197103,0.416666667,0.594594595,0.428571429,0.857142857,0.583333333,0.576061776,0.416666667,0.857142857,0.583333333,1.190626937,1.107208909,0.159099415,0.025312624,4059,15789,11638,3082325,46108,4059,3082325,631983.8,15789,4.997264405,2.235309349,1225254.01,1.50125E+12,0,0.428571429,0.333333333,0.521502943,0.636363636,0.383954268,0,0.636363636,0.428571429,1.506120081,-1.113536623,0.216612177,0.046920835,1
792,2070,30214,616930,121015,154204.2,792,616930,30214,4.271892737,2.054832711,235486.8899,55454075319,0,0.5,0.634146341,0.504,0.51396648,0.430422564,0,0.634146341,0.504,4.142645187,-1.935045559,0.220907766,0.048800241,46355,7211,8551,19991,15651,7211,46355,19551.8,15651,2.927258854,1.667171663,14192.48824,201426722.6,0.565217391,0.5,0.416666667,0.8,0.714285714,0.599233954,0.416666667,0.8,0.565217391,-1.718130817,0.273607454,0.13991371,0.019575846,0
13511,150841,108841,1743,24323,59851.8,1743,150841,24323,-1.973970039,0.765829964,59102.24064,3493074849,0.5,0.538461538,0.426470588,1,0.222222222,0.53743087,0.222222222,1,0.5,2.435806364,1.180569816,0.255750272,0.065408202,500878,18213,24392,5088,65189,5088,500878,122752,24392,4.770463498,2.175549402,190126.6314,36148135972,0.529516995,0.3,0.444444444,0.444444444,0.469387755,0.437558728,0.3,0.529516995,0.444444444,2.612535419,-1.242668671,0.075480646,0.005697328,1
3815,17145,167868,1924,4785,39107.4,1924,167868,4785,4.857777965,2.198664897,64603.1346,4173565000,0.5,0.090909091,0.50212766,0,0.333333333,0.285274017,0,0.50212766,0.333333333,-2.618171005,-0.347017307,0.20717212,0.042920287,103834,16265,2837,8844,17304,2837,103834,29816.8,16265,4.618306856,2.12449753,37380.5706,1397307058,0.513157895,0.80952381,0.4,0.466666667,1,0.637869674,0.4,1,0.513157895,-1.485337381,0.798395423,0.228931865,0.052409799,0
48556,17854,62782,15776,12665,31526.6,12665,62782,17854,-2.041219792,0.796313481,20286.35916,411536367.8,0.695652174,0.333333333,0.486486486,0.555555556,0.4,0.49420551,0.333333333,0.695652174,0.486486486,-0.309428204,0.509758859,0.125824247,0.015831741,5036,108377,8335,14462,25366,5036,108377,32315.2,14462,4.345378317,2.064152387,38656.5138,1494326059,0.5,0.457142857,0.333333333,0.5,0.5,0.458095238,0.333333333,0.5,0.5,3.589541279,-1.907850328,0.064551479,0.004166893,1
30692,652238,16347,24564,152797,175327.6,16347,652238,30692,4.100527143,2.019254773,243669.9032,59375021723,0.5,0.554252199,0.388888889,0.526315789,0.636363636,0.521164103,0.388888889,0.636363636,0.526315789,1.250519269,-0.434908794,0.08042008,0.006467389,84391,2471,15652,4848,18522,2471,84391,25176.8,15652,4.200454138,2.01063035,30232.90632,914028624.6,0.480519481,0.2,0.375,0.3,0.25,0.321103896,0.2,0.480519481,0.3,-0.384576327,0.64405746,0.098473764,0.009697082,1
5729,85830,9627,6453,414195,104366.8,5729,414195,9627,4.20928281,2.044528767,157879.2475,24925856799,0.714285714,0.444444444,1,0.444444444,0.507352941,0.622105509,0.444444444,1,0.507352941,0.737871192,1.290049767,0.213352523,0.045519299,337,19049,66942,38014,170176,337,170176,58903.6,38014,2.472035579,1.53780551,59834.72911,3580194808,0,0.384615385,0.487603306,0.464285714,0.532818533,0.373864588,0,0.532818533,0.464285714,3.764735443,-1.908518469,0.193012509,0.037253828,1
33084,29370,3351,45789,9780,24274.8,3351,45789,29370,-1.805053897,-0.112796725,15584.14902,242865700.6,0.465116279,0.625,0.333333333,0.423076923,0.5,0.469305307,0.333333333,0.625,0.465116279,0.903655157,0.404459667,0.095735041,0.009165198,5259,20621,11052,9124,14494,5259,20621,12110,11052,0.288462045,0.595889025,5197.929165,27018467.6,0.75,0.541666667,0.4,0.285714286,0.428571429,0.481190476,0.285714286,0.75,0.428571429,0.847525656,0.882965669,0.157154401,0.024697506,0
